Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
55.00,-25.82%,0.03,0.08,0.13,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
56.00,-24.47%,0.05,0.11,0.16,0.19,-0.01,-5.00%,2,2,1.00,0.00%,Put,01/28/21
57.00,-23.12%,0.06,0.11,0.16,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
58.00,-21.77%,0.08,0.12,0.16,0.17,-0.11,-39.29%,2,2,1.00,0.00%,Put,02/01/21
59.00,-20.42%,0.11,0.14,0.17,0.11,-0.32,-74.42%,4,4,1.00,0.00%,Put,01/11/21
60.00,-19.07%,0.03,0.09,0.15,0.06,-0.01,-14.29%,3,10,0.30,63.96%,Put,02/08/21
61.00,-17.72%,0.23,0.20,0.16,0.05,-0.15,-75.00%,1,4,0.25,0.00%,Put,02/04/21
62.00,-16.37%,0.10,0.13,0.16,0.20,0.03,+17.65%,3,10,0.30,0.00%,Put,01/15/21
63.00,-15.03%,0.01,0.09,0.17,0.07,-0.03,-30.00%,1,139,0.01,0.00%,Put,02/04/21
64.00,-13.68%,0.01,0.05,0.09,0.05,0.02,+66.67%,1,27,0.04,45.53%,Put,02/08/21
65.00,-12.33%,0.05,0.07,0.09,0.07,-0.01,-12.50%,8,136,0.06,43.91%,Put,02/08/21
66.00,-10.98%,0.01,0.06,0.11,0.04,-0.03,-42.86%,1,484,0.00,35.98%,Put,02/08/21
67.00,-9.63%,0.05,0.08,0.11,0.09,-0.01,-10.00%,4,"3,958",0.00,37.16%,Put,02/08/21
67.50,-8.96%,0.01,0.11,0.20,0.00,0.00,unch,0,7,0.00,0.00%,Put,N/A
68.00,-8.28%,0.01,0.09,0.17,0.03,-0.05,-62.50%,10,417,0.02,26.72%,Put,02/08/21
68.50,-7.61%,0.04,0.12,0.20,0.09,-1.25,-93.28%,5,6,0.83,30.50%,Put,02/08/21
69.00,-6.93%,0.05,0.11,0.17,0.08,-0.08,-50.00%,19,927,0.02,27.55%,Put,02/08/21
69.50,-6.26%,0.01,0.11,0.20,0.14,-1.51,-91.52%,5,199,0.03,28.92%,Put,02/08/21
70.00,-5.58%,0.05,0.14,0.23,0.11,-0.13,-54.17%,9,"1,367",0.01,24.91%,Put,02/08/21
70.50,-4.91%,0.02,0.17,0.32,1.01,-0.57,-36.08%,8,15,0.53,25.37%,Put,02/02/21
71.00,-4.24%,0.11,0.22,0.33,0.37,-0.45,-54.88%,10,"2,090",0.00,24.70%,Put,02/05/21
71.50,-3.56%,0.25,0.33,0.41,1.36,0.04,+3.03%,20,9,2.22,25.46%,Put,01/26/21
72.00,-2.89%,0.21,0.40,0.60,0.36,-0.28,-43.75%,66,929,0.07,23.24%,Put,02/08/21
72.50,-2.21%,0.03,0.36,0.68,1.54,-0.68,-30.63%,10,458,0.02,19.88%,Put,02/03/21
73.00,-1.54%,0.43,0.71,0.98,0.58,-0.41,-41.41%,57,"3,179",0.02,21.73%,Put,02/08/21
73.50,-0.86%,0.47,0.77,1.06,0.83,-1.27,-60.48%,2,26,0.08,23.05%,Put,02/08/21
74.00,-0.19%,0.65,0.97,1.28,0.95,-0.55,-36.67%,1,"1,857",0.00,20.88%,Put,02/08/21
74.50,+0.49%,0.84,1.21,1.58,1.29,-0.57,-30.65%,11,118,0.09,22.50%,Put,02/08/21
75.00,+1.16%,0.50,2.45,4.40,1.47,-0.78,-34.67%,1,625,0.00,20.00%,Put,02/08/21
75.50,+1.83%,0.38,2.64,4.90,5.60,3.20,+133.33%,1,98,0.01,38.20%,Put,01/27/21
76.00,+2.51%,0.43,2.67,4.90,3.92,0.17,+4.53%,20,"2,999",0.01,31.62%,Put,02/04/21
76.50,+3.18%,0.51,2.76,5.00,0.00,0.00,unch,0,0,0.00,24.90%,Put,N/A
77.00,+3.86%,2.21,3.26,4.30,3.77,-1.57,-29.40%,9,88,0.10,27.76%,Put,02/05/21
77.50,+4.53%,2.18,3.51,4.85,4.04,-3.06,-43.10%,1,7,0.14,22.45%,Put,02/05/21
78.00,+5.21%,3.35,4.53,5.70,6.47,2.77,+74.86%,41,29,1.41,40.77%,Put,01/28/21
78.50,+5.88%,2.30,4.57,6.85,0.00,0.00,unch,0,0,0.00,29.45%,Put,N/A
79.00,+6.56%,3.70,4.98,6.25,0.00,0.00,unch,0,1,0.00,27.05%,Put,N/A
79.50,+7.23%,3.15,5.40,7.65,0.00,0.00,unch,0,0,0.00,23.70%,Put,N/A
80.00,+7.90%,4.85,6.07,7.30,8.62,4.22,+95.91%,2,31,0.06,36.08%,Put,02/01/21
80.50,+8.58%,4.05,6.43,8.80,0.00,0.00,unch,0,0,0.00,29.45%,Put,N/A
81.00,+9.25%,4.40,6.65,8.90,0.00,0.00,unch,0,0,0.00,91.96%,Put,N/A
82.00,+10.60%,5.50,7.75,10.00,0.00,0.00,unch,0,0,0.00,100.14%,Put,N/A
83.00,+11.95%,6.60,8.77,10.95,0.00,0.00,unch,0,0,0.00,104.59%,Put,N/A
84.00,+13.30%,7.50,9.78,12.05,0.00,0.00,unch,0,0,0.00,112.44%,Put,N/A
85.00,+14.65%,8.55,10.80,13.05,13.60,5.35,+64.85%,3,3,1.00,117.74%,Put,01/27/21
86.00,+16.00%,9.65,11.95,14.25,0.00,0.00,unch,0,0,0.00,50.16%,Put,N/A
90.00,+21.39%,13.40,15.43,17.45,0.00,0.00,unch,0,0,0.00,125.60%,Put,N/A
"Downloaded from Barchart.com as of 02-09-2021 08:01am CST"
