Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
66.00,-10.27%,0.01,0.96,1.91,0.18,-0.27,-60.00%,3,5,0.60,0.00%,Put,02/09/21
66.50,-9.59%,0.01,0.97,1.92,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
67.00,-8.91%,0.06,0.97,1.87,0.06,0.00,unch,2,26,0.08,0.00%,Put,02/25/21
67.50,-8.23%,0.02,0.99,1.95,0.26,-0.28,-51.85%,1,1,1.00,0.00%,Put,02/08/21
68.00,-7.55%,0.01,0.96,1.90,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
69.00,-6.19%,0.05,1.02,1.98,1.99,1.99,unch,11,11,1.00,0.00%,Put,01/27/21
69.50,-5.51%,0.01,1.03,2.05,0.19,0.19,unch,1,1,1.00,0.00%,Put,02/19/21
70.00,-4.83%,0.01,1.05,2.09,0.09,-0.05,-35.71%,1,3,0.33,0.00%,Put,02/24/21
70.50,-4.15%,0.01,1.22,2.43,0.56,-0.03,-5.08%,4,5,0.80,66.33%,Put,02/17/21
71.00,-3.47%,0.08,1.39,2.70,0.35,0.16,+84.21%,12,36,0.33,33.01%,Put,02/26/21
71.50,-2.79%,0.06,1.51,2.96,0.29,-0.27,-48.21%,2,2,1.00,64.44%,Put,02/23/21
72.00,-2.11%,0.10,1.68,3.25,0.53,0.30,+130.43%,3,18,0.17,30.50%,Put,02/26/21
72.50,-1.43%,0.17,1.96,3.75,0.52,0.52,unch,2,2,1.00,65.38%,Put,02/19/21
73.00,-0.75%,0.22,0.99,1.75,0.70,0.30,+75.00%,5,39,0.13,25.13%,Put,02/26/21
73.50,-0.07%,0.05,2.18,4.30,0.77,0.05,+6.94%,33,8,4.13,20.89%,Put,02/26/21
74.00,+0.61%,0.22,2.36,4.50,1.15,0.15,+15.00%,1,10,0.10,23.75%,Put,02/26/21
74.50,+1.29%,0.52,2.68,4.85,0.82,-0.73,-47.10%,1,2,0.50,57.23%,Put,02/25/21
75.00,+1.97%,0.02,2.51,5.00,1.82,1.20,+193.55%,1,3,0.33,23.73%,Put,02/26/21
75.50,+2.65%,0.62,2.81,5.00,2.13,0.67,+45.89%,1,9,0.11,20.47%,Put,02/26/21
76.00,+3.33%,0.50,2.95,5.40,1.15,-0.68,-37.16%,3,21,0.14,36.03%,Put,02/24/21
76.50,+4.01%,0.70,3.10,5.50,2.50,0.08,+3.31%,1,1,1.00,100.01%,Put,02/26/21
77.00,+4.69%,1.35,3.68,6.00,6.40,6.40,unch,2,2,1.00,32.18%,Put,01/27/21
77.50,+5.37%,1.75,4.13,6.50,0.00,0.00,unch,0,0,0.00,32.53%,Put,N/A
78.00,+6.05%,2.32,4.66,7.00,0.00,0.00,unch,0,0,0.00,37.38%,Put,N/A
78.50,+6.73%,2.60,5.00,7.40,0.00,0.00,unch,0,0,0.00,27.14%,Put,N/A
79.00,+7.41%,3.00,5.28,7.55,0.00,0.00,unch,0,0,0.00,109.60%,Put,N/A
79.50,+8.09%,3.60,5.98,8.35,0.00,0.00,unch,0,0,0.00,24.94%,Put,N/A
80.00,+8.77%,4.15,6.53,8.90,5.95,5.95,unch,3,3,1.00,37.11%,Put,02/08/21
80.50,+9.45%,4.50,6.60,8.70,0.00,0.00,unch,0,0,0.00,110.79%,Put,N/A
81.00,+10.13%,5.15,7.53,9.90,0.00,0.00,unch,0,0,0.00,41.49%,Put,N/A
81.50,+10.81%,5.50,7.95,10.40,0.00,0.00,unch,0,0,0.00,139.67%,Put,N/A
82.00,+11.49%,6.00,8.40,10.80,0.00,0.00,unch,0,0,0.00,140.40%,Put,N/A
82.50,+12.17%,6.50,8.93,11.35,0.00,0.00,unch,0,0,0.00,145.59%,Put,N/A
83.00,+12.85%,7.00,9.43,11.85,0.00,0.00,unch,0,0,0.00,149.20%,Put,N/A
85.00,+15.57%,9.00,11.25,13.50,0.00,0.00,unch,0,0,0.00,151.80%,Put,N/A
90.00,+22.37%,13.50,15.80,18.10,0.00,0.00,unch,0,0,0.00,167.90%,Put,N/A
"Downloaded from Barchart.com as of 03-01-2021 08:10am CST"
