Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
40.50,-15.89%,0.01,0.04,0.07,0.05,0.02,+66.67%,2,"2,233",0.00,72.23%,Put,02/26/21
41.00,-14.85%,0.01,0.07,0.13,0.07,0.02,+40.00%,26,154,0.17,72.20%,Put,02/26/21
41.50,-13.81%,0.02,0.07,0.11,0.09,0.07,+350.00%,1,82,0.01,71.16%,Put,02/26/21
42.00,-12.77%,0.01,0.07,0.12,0.07,0.00,unch,21,452,0.05,63.15%,Put,02/26/21
42.50,-11.73%,0.02,0.08,0.15,0.09,0.05,+125.00%,291,183,1.59,61.79%,Put,02/26/21
43.00,-10.70%,0.02,0.08,0.14,0.10,0.03,+42.86%,211,660,0.32,58.48%,Put,02/26/21
43.50,-9.66%,0.06,0.13,0.19,0.15,0.05,+50.00%,23,"1,114",0.02,59.35%,Put,02/26/21
44.00,-8.62%,0.05,0.14,0.23,0.13,-0.01,-7.14%,86,291,0.30,52.24%,Put,02/26/21
44.50,-7.58%,0.06,0.16,0.25,0.21,0.08,+61.54%,123,94,1.31,54.19%,Put,02/26/21
45.00,-6.54%,0.09,0.20,0.30,0.23,0.05,+27.78%,188,868,0.22,50.15%,Put,02/26/21
45.50,-5.50%,0.06,0.32,0.58,0.27,0.04,+17.39%,48,187,0.26,47.08%,Put,02/26/21
46.00,-4.47%,0.21,0.33,0.45,0.31,0.02,+6.90%,153,631,0.24,43.41%,Put,02/26/21
46.50,-3.43%,0.40,0.60,0.80,0.40,0.03,+8.11%,103,98,1.05,41.71%,Put,02/26/21
47.00,-2.39%,0.54,0.65,0.75,0.61,0.15,+32.61%,512,283,1.81,44.31%,Put,02/26/21
47.50,-1.35%,0.55,0.88,1.21,0.70,0.15,+27.27%,296,357,0.83,39.99%,Put,02/26/21
48.00,-0.31%,0.69,1.12,1.54,0.93,0.20,+27.40%,371,704,0.53,40.18%,Put,02/26/21
48.50,+0.73%,0.85,1.30,1.75,1.08,0.20,+22.73%,562,573,0.98,35.43%,Put,02/26/21
49.00,+1.77%,1.06,1.62,2.18,1.45,0.37,+34.26%,449,"2,330",0.19,38.00%,Put,02/26/21
49.50,+2.80%,1.39,1.96,2.53,1.86,0.39,+26.53%,61,508,0.12,41.00%,Put,02/26/21
50.00,+3.84%,1.70,2.40,3.10,2.12,0.52,+32.50%,229,574,0.40,34.85%,Put,02/26/21
50.50,+4.88%,1.93,2.79,3.65,2.51,0.64,+34.22%,25,"1,262",0.02,32.66%,Put,02/26/21
51.00,+5.92%,2.32,3.24,4.15,2.93,0.67,+29.65%,96,15,6.40,29.09%,Put,02/26/21
52.00,+8.00%,2.45,3.83,5.20,4.02,0.82,+25.62%,6,44,0.14,46.67%,Put,02/26/21
53.00,+10.07%,2.70,4.85,7.00,2.99,-0.26,-8.00%,17,19,0.89,159.14%,Put,02/25/21
54.00,+12.15%,3.55,5.78,8.00,5.87,5.87,unch,2,4,0.50,171.09%,Put,02/26/21
55.00,+14.23%,5.25,7.03,8.80,6.75,1.49,+28.33%,1,8,0.13,173.35%,Put,02/26/21
56.00,+16.30%,6.30,7.88,9.45,6.83,-2.28,-25.03%,5,5,1.00,167.35%,Put,02/25/21
57.00,+18.38%,7.30,8.80,10.30,0.00,0.00,unch,0,0,0.00,169.71%,Put,N/A
58.00,+20.46%,8.30,9.83,11.35,0.00,0.00,unch,0,0,0.00,181.63%,Put,N/A
59.00,+22.53%,9.25,10.88,12.50,0.00,0.00,unch,0,0,0.00,198.42%,Put,N/A
"Downloaded from Barchart.com as of 03-01-2021 08:09am CST"
