Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
16.00,-64.18%,0.01,0.18,0.34,0.02,0.01,+100.00%,10,71,0.14,0.00%,Put,01/14/21
17.00,-61.94%,0.01,0.17,0.32,0.02,0.00,unch,20,71,0.28,0.00%,Put,01/14/21
18.00,-59.70%,0.01,0.17,0.33,0.02,-0.01,-33.33%,59,419,0.14,0.00%,Put,01/15/21
19.00,-57.47%,0.01,0.17,0.33,0.02,-0.01,-33.33%,1,128,0.01,0.00%,Put,01/14/21
20.00,-55.23%,0.01,0.17,0.32,0.01,-0.02,-66.67%,8,230,0.03,0.00%,Put,01/27/21
21.00,-52.99%,0.01,0.17,0.33,0.03,0.00,unch,10,38,0.26,0.00%,Put,01/12/21
22.00,-50.75%,0.01,0.17,0.32,0.03,-0.01,-25.00%,4,161,0.02,0.00%,Put,01/15/21
23.00,-48.51%,0.01,0.07,0.12,0.01,0.00,unch,6,38,0.16,0.00%,Put,01/20/21
24.00,-46.27%,0.01,0.17,0.32,0.01,-0.03,-75.00%,2,135,0.01,0.00%,Put,02/01/21
25.00,-44.03%,0.01,0.02,0.03,0.02,0.01,+100.00%,1,362,0.00,0.00%,Put,02/02/21
26.00,-41.80%,0.01,0.40,0.78,0.01,-0.02,-66.67%,1,205,0.00,0.00%,Put,01/21/21
27.00,-39.56%,0.02,0.02,0.02,0.01,0.00,unch,33,624,0.05,0.00%,Put,02/03/21
28.00,-37.32%,0.01,0.02,0.03,0.02,0.00,unch,3,315,0.01,0.00%,Put,02/05/21
29.00,-35.08%,0.01,0.02,0.03,0.01,-0.01,-50.00%,1,"1,794",0.00,0.00%,Put,02/11/21
30.00,-32.84%,0.01,0.01,0.01,0.01,0.00,unch,22,"1,152",0.02,0.00%,Put,02/11/21
31.00,-30.60%,0.01,0.04,0.07,0.01,0.00,unch,111,799,0.14,0.00%,Put,02/11/21
32.00,-28.36%,0.01,0.03,0.05,0.01,0.00,unch,16,"3,227",0.00,103.72%,Put,02/12/21
33.00,-26.12%,0.01,0.02,0.02,0.01,-0.01,-50.00%,16,"6,882",0.00,95.01%,Put,02/12/21
34.00,-23.89%,0.01,0.02,0.03,0.02,-0.01,-33.33%,85,"4,807",0.02,94.37%,Put,02/12/21
35.00,-21.65%,0.01,0.02,0.03,0.01,-0.02,-66.67%,46,"25,130",0.00,78.20%,Put,02/12/21
36.00,-19.41%,0.01,0.03,0.05,0.03,0.00,unch,69,"7,060",0.01,81.32%,Put,02/12/21
36.50,-18.29%,0.01,0.02,0.03,0.02,-0.01,-33.33%,150,"2,252",0.07,72.36%,Put,02/12/21
37.00,-17.17%,0.01,0.04,0.07,0.02,-0.01,-33.33%,121,"19,536",0.01,68.07%,Put,02/12/21
37.50,-16.05%,0.01,0.03,0.05,0.02,-0.02,-50.00%,50,"10,648",0.00,63.82%,Put,02/12/21
38.00,-14.93%,0.02,0.08,0.14,0.02,-0.02,-50.00%,240,"9,346",0.03,59.59%,Put,02/12/21
38.50,-13.81%,0.01,0.10,0.19,0.01,-0.03,-75.00%,26,"3,242",0.01,50.30%,Put,02/12/21
39.00,-12.69%,0.01,0.04,0.07,0.02,-0.01,-33.33%,256,"15,965",0.02,51.20%,Put,02/12/21
39.50,-11.57%,0.01,0.03,0.04,0.02,-0.03,-60.00%,11,"3,019",0.00,47.03%,Put,02/12/21
40.00,-10.45%,0.04,0.05,0.06,0.04,-0.04,-50.00%,558,"23,622",0.02,48.25%,Put,02/12/21
40.50,-9.34%,0.02,0.06,0.10,0.05,-0.07,-58.33%,26,"1,576",0.02,45.65%,Put,02/12/21
41.00,-8.22%,0.06,0.11,0.16,0.05,-0.10,-66.67%,154,"12,642",0.01,49.08%,Put,02/12/21
41.50,-7.10%,0.04,0.09,0.13,0.10,-0.10,-50.00%,480,"2,065",0.23,42.65%,Put,02/12/21
42.00,-5.98%,0.11,0.13,0.14,0.12,-0.14,-53.85%,559,"4,804",0.12,39.26%,Put,02/12/21
42.50,-4.86%,0.10,0.16,0.22,0.16,-0.23,-58.97%,176,"1,076",0.16,36.89%,Put,02/12/21
43.00,-3.74%,0.20,0.27,0.33,0.23,-0.34,-59.65%,"2,475","13,794",0.18,35.43%,Put,02/12/21
43.50,-2.62%,0.30,0.35,0.40,0.36,-0.30,-45.45%,331,"2,062",0.16,35.65%,Put,02/12/21
44.00,-1.50%,0.35,0.43,0.50,0.43,-0.52,-54.74%,310,"3,691",0.08,31.00%,Put,02/12/21
44.50,-0.38%,0.54,0.64,0.74,0.66,-0.70,-51.47%,"1,542",203,7.60,31.85%,Put,02/12/21
45.00,+0.74%,0.80,0.91,1.01,0.80,-0.84,-51.22%,187,831,0.23,26.20%,Put,02/12/21
45.50,+1.86%,1.18,1.33,1.47,1.22,-1.18,-49.17%,12,67,0.18,30.60%,Put,02/12/21
46.00,+2.98%,1.38,1.68,1.98,1.79,-0.17,-8.67%,212,325,0.65,41.31%,Put,02/12/21
46.50,+4.10%,1.95,2.12,2.29,2.27,-3.08,-57.57%,9,26,0.35,38.45%,Put,02/10/21
47.00,+5.22%,2.43,2.63,2.82,2.70,-1.00,-27.03%,2,72,0.03,49.18%,Put,02/12/21
47.50,+6.34%,1.48,2.79,4.10,5.65,5.65,unch,4,5,0.80,102.01%,Put,01/22/21
48.00,+7.45%,3.00,3.43,3.85,3.65,-0.60,-14.12%,150,32,4.69,57.08%,Put,02/12/21
49.00,+9.69%,3.80,4.75,5.70,7.35,1.70,+30.09%,8,28,0.29,74.31%,Put,01/26/21
50.00,+11.93%,5.25,5.35,5.45,5.50,-0.07,-1.26%,18,139,0.13,56.49%,Put,02/12/21
51.00,+14.17%,5.80,6.50,7.20,9.75,9.75,unch,1,2,0.50,70.76%,Put,01/26/21
52.00,+16.41%,5.90,7.05,8.20,10.25,-3.60,-25.99%,1,24,0.04,133.36%,Put,01/22/21
53.00,+18.65%,6.90,8.10,9.30,8.85,-0.30,-3.28%,4,21,0.19,149.23%,Put,02/10/21
54.00,+20.89%,7.90,9.10,10.30,11.10,-1.08,-8.87%,1,1,1.00,158.71%,Put,02/08/21
55.00,+23.13%,8.90,10.05,11.20,10.55,-0.79,-6.97%,2,4,0.50,161.34%,Put,02/10/21
56.00,+25.36%,9.90,11.05,12.20,18.14,18.14,unch,5,0,0.00,169.96%,Put,12/31/20
"Downloaded from Barchart.com as of 02-16-2021 08:28am CST"
