Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
28.50,+9.58%,0.58,2.07,3.55,2.90,0.10,+3.57%,1,217,0.00,105.52%,Call,02/12/21
29.00,+7.99%,2.10,2.47,2.84,2.47,0.26,+11.76%,88,"7,303",0.01,76.52%,Call,02/12/21
29.50,+6.41%,0.39,2.67,4.95,1.95,0.35,+21.87%,1,"1,057",0.00,248.60%,Call,02/12/21
30.00,+4.82%,1.41,1.51,1.60,1.57,0.40,+34.19%,554,"53,418",0.01,30.08%,Call,02/12/21
30.50,+3.24%,1.05,1.09,1.13,1.10,0.28,+34.15%,404,"5,544",0.07,25.78%,Call,02/12/21
31.00,+1.65%,0.58,0.63,0.68,0.67,0.17,+34.00%,"4,754","93,742",0.05,22.33%,Call,02/12/21
31.50,+0.06%,0.25,0.30,0.35,0.32,0.07,+28.00%,"5,862","36,181",0.16,19.49%,Call,02/12/21
32.00,-1.52%,0.10,0.12,0.14,0.13,0.01,+8.33%,"1,652","36,360",0.05,19.46%,Call,02/12/21
32.50,-3.11%,0.03,0.04,0.05,0.05,0.01,+25.00%,316,"6,057",0.05,20.55%,Call,02/12/21
33.00,-4.70%,0.02,0.03,0.03,0.02,0.00,unch,204,"44,367",0.00,22.14%,Call,02/12/21
33.50,-6.28%,0.01,0.09,0.16,0.01,-0.01,-50.00%,11,"1,382",0.01,24.52%,Call,02/12/21
34.00,-7.87%,0.01,0.02,0.02,0.01,-0.01,-50.00%,43,"2,057",0.02,29.39%,Call,02/12/21
34.50,-9.45%,0.01,0.01,0.01,0.01,0.00,unch,11,38,0.29,34.07%,Call,02/12/21
35.00,-11.04%,0.01,0.01,0.01,0.01,0.00,unch,24,840,0.03,38.59%,Call,02/12/21
35.50,-12.63%,0.01,0.03,0.05,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
36.00,-14.21%,0.02,0.02,0.01,0.01,0.00,unch,32,585,0.05,47.23%,Call,02/12/21
36.50,-15.80%,0.00,0.08,0.16,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
37.00,-17.39%,0.02,0.03,0.03,0.01,0.00,unch,10,127,0.08,0.00%,Call,02/10/21
38.00,-20.56%,0.02,2.43,4.85,0.02,0.01,+100.00%,20,30,0.67,0.00%,Call,02/01/21
39.00,-23.73%,0.02,2.43,4.85,0.02,0.02,unch,124,109,1.14,0.00%,Call,01/14/21
40.00,-26.90%,0.02,0.51,1.00,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
41.00,-30.08%,0.01,0.09,0.16,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
42.00,-33.25%,0.01,0.01,0.01,0.01,0.01,unch,6,6,1.00,0.00%,Call,01/05/21
43.00,-36.42%,0.01,0.06,0.11,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
15.00,-52.41%,0.01,2.43,4.85,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
16.00,-49.24%,0.02,0.07,0.12,0.01,0.01,unch,"1,652","1,680",0.98,0.00%,Put,01/04/21
17.00,-46.07%,0.02,1.40,2.77,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
18.00,-42.89%,0.02,1.40,2.77,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
19.00,-39.72%,0.01,1.07,2.12,0.01,-0.06,-85.71%,1,25,0.04,0.00%,Put,01/29/21
20.00,-36.55%,0.02,1.40,2.77,0.01,-0.04,-80.00%,1,"1,269",0.00,0.00%,Put,02/02/21
21.00,-33.38%,0.01,1.46,2.91,0.03,0.03,unch,1,1,1.00,0.00%,Put,01/06/21
22.00,-30.20%,0.03,1.40,2.77,0.04,0.01,+33.33%,1,24,0.04,0.00%,Put,01/28/21
23.00,-27.03%,0.02,0.03,0.04,0.01,-0.09,-90.00%,5,803,0.01,0.00%,Put,02/02/21
24.00,-23.86%,0.01,0.01,0.01,0.01,0.00,unch,3,"1,288",0.00,0.00%,Put,02/08/21
25.00,-20.69%,0.01,0.01,0.01,0.01,-0.01,-50.00%,11,"1,319",0.01,0.00%,Put,02/05/21
25.50,-19.10%,0.01,1.46,2.91,0.02,0.01,+100.00%,3,"1,575",0.00,0.00%,Put,02/11/21
26.00,-17.51%,0.01,0.79,1.56,0.02,0.01,+100.00%,1,"3,307",0.00,0.00%,Put,02/10/21
26.50,-15.93%,0.02,1.47,2.91,0.02,0.01,+100.00%,4,"1,723",0.00,0.00%,Put,02/11/21
27.00,-14.34%,0.01,0.01,0.01,0.01,0.00,unch,47,"5,730",0.01,54.75%,Put,02/12/21
27.50,-12.75%,0.01,0.03,0.04,0.02,0.01,+100.00%,6,"14,124",0.00,0.00%,Put,02/09/21
28.00,-11.17%,0.01,0.02,0.03,0.02,0.01,+100.00%,23,"26,609",0.00,48.32%,Put,02/12/21
28.50,-9.58%,0.02,0.10,0.18,0.02,-0.01,-33.33%,4,"9,164",0.00,42.17%,Put,02/12/21
29.00,-7.99%,0.01,0.02,0.02,0.01,-0.02,-66.67%,72,"12,540",0.01,32.05%,Put,02/12/21
29.50,-6.41%,0.02,0.03,0.03,0.03,-0.02,-40.00%,61,"1,398",0.04,32.32%,Put,02/12/21
30.00,-4.82%,0.03,0.04,0.05,0.05,-0.05,-50.00%,"6,368","40,884",0.16,29.04%,Put,02/12/21
30.50,-3.24%,0.05,0.08,0.12,0.08,-0.08,-50.00%,76,"14,653",0.01,24.98%,Put,02/12/21
31.00,-1.65%,0.10,0.13,0.16,0.16,-0.13,-44.83%,"1,060","8,801",0.12,22.46%,Put,02/12/21
31.50,-0.06%,0.17,0.29,0.40,0.29,-0.28,-49.12%,129,"2,917",0.04,18.32%,Put,02/12/21
32.00,+1.52%,0.55,0.61,0.67,0.61,-0.41,-40.20%,113,"2,571",0.04,18.77%,Put,02/12/21
32.50,+3.11%,0.86,1.10,1.33,1.07,-0.30,-21.90%,3,138,0.02,23.93%,Put,02/12/21
33.00,+4.70%,1.17,3.09,5.00,1.54,-0.09,-5.52%,10,571,0.02,27.48%,Put,02/12/21
33.50,+6.28%,1.89,2.09,2.30,2.09,-0.05,-2.34%,11,9,1.22,40.72%,Put,02/12/21
34.00,+7.87%,2.16,2.34,2.53,2.61,0.02,+0.77%,10,19,0.53,37.99%,Put,02/12/21
34.50,+9.45%,0.58,2.09,3.60,0.00,0.00,unch,0,0,0.00,101.09%,Put,N/A
35.00,+11.04%,1.00,2.58,4.15,5.77,0.02,+0.35%,20,2,10.00,113.21%,Put,02/01/21
35.50,+12.63%,1.50,3.10,4.70,0.00,0.00,unch,0,0,0.00,125.10%,Put,N/A
36.00,+14.21%,2.00,3.65,5.30,6.82,0.13,+1.94%,20,20,1.00,140.66%,Put,02/01/21
36.50,+15.80%,2.50,4.15,5.80,0.00,0.00,unch,0,0,0.00,148.32%,Put,N/A
37.00,+17.39%,3.15,4.63,6.10,0.00,0.00,unch,0,0,0.00,139.19%,Put,N/A
38.00,+20.56%,4.15,5.73,7.30,7.01,7.01,unch,30,30,1.00,169.81%,Put,01/15/21
39.00,+23.73%,5.00,6.70,8.40,0.00,0.00,unch,0,0,0.00,191.45%,Put,N/A
40.00,+26.90%,6.00,7.65,9.30,0.00,0.00,unch,0,0,0.00,195.72%,Put,N/A
41.00,+30.08%,7.15,8.75,10.35,0.00,0.00,unch,0,0,0.00,212.15%,Put,N/A
42.00,+33.25%,8.00,9.68,11.35,0.00,0.00,unch,0,0,0.00,223.71%,Put,N/A
43.00,+36.42%,9.00,10.68,12.35,11.59,11.59,unch,10,10,1.00,234.78%,Put,01/12/21
"Downloaded from Barchart.com as of 02-16-2021 08:27am CST"
